,Unnamed: 0,index,drugbank_id,name,smiles,selfies,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic)
2192,2192,2201,DB03190,6-o-Capryloylsucrose,[H][C@]1(COC(=O)CCCCCCC)O[C@@](CO)(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(O)[C@]1([H])O,[H][C@][Branch1][=C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][O][C@@][Branch1][Ring1][C][O][Branch2][Ring2][Ring2][O][C@@][Branch1][C][H][O][C@][Branch1][C][H][Branch1][Ring1][C][O][C@@][Branch1][C][H][Branch1][C][O][C@][Branch1][C][H][Branch1][C][O][C@@][Ring1][=C][Branch1][C][H][O][C@@][Branch1][C][H][Branch1][C][O][C@][Ring2][Ring2][Branch1][Branch1][C][H][O],-0.66,-1.2,1.29e+01 g/l,11.84,-3.0
2193,2193,2202,DB03191,3-Oxiran-2ylalanine,[H][C@](N)(C[C@@]1([H])CO1)C(O)=O,[H][C@][Branch1][C][N][Branch1][#Branch2][C][C@@][Branch1][C][H][C][O][Ring1][Ring2][C][Branch1][C][O][=O],-2.9,-3.3,4.57e+02 g/l,2.08,9.45
2194,2194,2203,DB03192,(R)-3-hydroxydecanoyl-CoA,CCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,[C][C][C][C][C][C][C][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][O][C][Branch1][C][C][Branch1][C][C][C][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][=Branch1][C][=O][O][C][C@H1][O][C@H1][Branch1][P][C@H1][Branch1][C][O][C@@H1][Ring1][=Branch1][O][P][Branch1][C][O][Branch1][C][O][=O][N][C][=N][C][=C][Ring1][Branch1][N][=C][N][=C][Ring1][=Branch1][N],0.31,-3.5,3.25e+00 g/l,0.83,4.89
2195,2195,2204,DB03194,Methyl beta-L-fucopyranoside,CO[C@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,[C][O][C@H1][O][C@@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=Branch2][O],-1.6,-1.2,8.12e+02 g/l,12.23,-3.6
2196,2196,2205,DB03195,3'-Fluoro-3'-deoxythymidine 5'-monophosphate,CC1=CN([C@H]2C[C@H](F)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O,[C][C][=C][N][Branch2][Ring1][#Branch1][C@H1][C][C@H1][Branch1][C][F][C@@H1][Branch1][O][C][O][P][Branch1][C][O][Branch1][C][O][=O][O][Ring1][N][C][=Branch1][C][=O][N][C][Ring2][Ring1][Ring1][=O],-0.81,-0.35,6.05e+00 g/l,1.22,-4.2
2197,2197,2206,DB03196,4-Nitrophenyl-Ara,[H][C@@]1(CO)O[C@@]([H])(OC2=CC=C(C=C2)[N+]([O-])=O)[C@]([H])(O)[C@@]1([H])O,[H][C@@][Branch1][Ring1][C][O][O][C@@][Branch1][C][H][Branch1][P][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O][C@][Branch1][C][H][Branch1][C][O][C@@][Ring2][Ring1][Ring2][Branch1][C][H][O],-0.09,-0.028,1.58e+01 g/l,12.26,-3.0
2198,2198,2207,DB03197,6-Hydroxymethylpterin,NC1=NC(=O)C2=NC(CO)=CN=C2N1,[N][C][=N][C][=Branch1][C][=O][C][=N][C][Branch1][Ring1][C][O][=C][N][=C][Ring1][Branch2][N][Ring1][=N],-0.87,-1.1,2.25e+00 g/l,11.6,1.3
2199,2199,2208,DB03198,Thio-Maltohexaose,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(S[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(S[C@@]4([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]5([H])O[C@]([H])(CO)[C@@]([H])(S[C@@]6([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]6([H])O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,[H][C@][Branch1][C][O][O][C@][Branch1][C][H][Branch1][Ring1][C][O][C@@][Branch1][C][H][Branch2][=N][Ring2][S][C@@][Branch1][C][H][O][C@][Branch1][C][H][Branch1][Ring1][C][O][C@@][Branch1][C][H][Branch2][#Branch2][S][O][C@@][Branch1][C][H][O][C@][Branch1][C][H][Branch1][Ring1][C][O][C@@][Branch1][C][H][Branch2][Branch2][N][S][C@@][Branch1][C][H][O][C@][Branch1][C][H][Branch1][Ring1][C][O][C@@][Branch1][C][H][Branch2][=Branch1][Branch2][O][C@@][Branch1][C][H][O][C@][Branch1][C][H][Branch1][Ring1][C][O][C@@][Branch1][C][H][Branch2][Ring2][Ring2][S][C@@][Branch1][C][H][O][C@][Branch1][C][H][Branch1][Ring1][C][O][C@@][Branch1][C][H][Branch1][C][O][C@][Branch1][C][H][Branch1][C][O][C@@][Ring1][=C][Branch1][C][H][O][C@][Branch1][C][H][Branch1][C][O][C@@][Ring2][Ring1][=C][Branch1][C][H][O][C@][Branch1][C][H][Branch1][C][O][C@@][Ring2][Ring2][=C][Branch1][C][H][O][C@][Branch1][C][H][Branch1][C][O][C@@][Ring2][Branch1][=C][Branch1][C][H][O][C@][Branch1][C][H][Branch1][C][O][C@@][Ring2][=Branch1][=C][Branch1][C][H][O][C@][Branch1][C][H][Branch1][C][O][C@@][Ring2][#Branch1][=C][Branch1][C][H][O],-2.8,-11.0,2.43e+02 g/l,11.22,-3.7
2200,2200,2209,DB03199,4-Methoxy-E-Rhodomycin T,[H][C@@]1(C[C@]([H])(N(C)C)[C@]([H])(O)[C@]([H])(C)O1)O[C@@]1([H])C[C@](O)(CC)[C@]([H])(C(=O)OC)C2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1OC)C3=O,[H][C@@][Branch2][Ring1][=C][C][C@][Branch1][C][H][Branch1][=Branch1][N][Branch1][C][C][C][C@][Branch1][C][H][Branch1][C][O][C@][Branch1][C][H][Branch1][C][C][O][Ring1][=C][O][C@@][Branch1][C][H][C][C@][Branch1][C][O][Branch1][Ring1][C][C][C@][Branch1][C][H][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][=C][Branch1][C][O][C][=C][Branch1][O][C][Branch1][C][O][=C][Ring2][Ring1][Branch1][Ring1][Branch2][C][=Branch1][C][=O][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][=Branch1][O][C][C][Ring1][S][=O],2.22,3.11,4.31e-01 g/l,9.22,8.32
2201,2201,2210,DB03200,7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate,[H][C@]1(COP(O)(O)=O)O[C@]([H])(N2C=NC3=NC=NC=C23)[C@]([H])(O)[C@]1([H])O,[H][C@][Branch1][O][C][O][P][Branch1][C][O][Branch1][C][O][=O][O][C@][Branch1][C][H][Branch1][=C][N][C][=N][C][=N][C][=N][C][=C][Ring1][=Branch2][Ring1][=Branch1][C@][Branch1][C][H][Branch1][C][O][C@][Ring2][Ring1][#Branch1][Branch1][C][H][O],-2.8,-2.0,3.28e+00 g/l,4.14,1.22
2202,2202,2211,DB03201,D-Cysteine,N[C@H](CS)C(O)=O,[N][C@H1][Branch1][Ring1][C][S][C][Branch1][C][O][=O],-2.6,-2.8,2.31e+01 g/l,2.35,9.05
2203,2203,2212,DB03202,"2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide",[H][C@](NC(=O)CN1C(=O)C(NS(C)(=O)=O)=CN=C1C1=CC=C(N)C=C1)(C(C)C)C(=O)C(F)(F)F,[H][C@][Branch2][Ring2][Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][N][S][Branch1][C][C][=Branch1][C][=O][=O][=C][N][=C][Ring1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],1.94,0.46,4.22e-03 g/l,6.87,3.58
2204,2204,2213,DB03203,Sphingosine,[H]\C(CCCCCCCCCCCCC)=C(\[H])[C@@]([H])(O)[C@@]([H])(N)CO,[H][\C][Branch1][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][Branch1][C][\H][C@@][Branch1][C][H][Branch1][C][O][C@@][Branch1][C][H][Branch1][C][N][C][O],5.15,4.57,3.90e-03 g/l,14.12,9.23
2205,2205,2214,DB03205,Pyrroloquinoline Quinone,OC(=O)C1=CC2=C(N1)C1=C(N=C(C=C1C(O)=O)C(O)=O)C(=O)C2=O,[O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][Branch2][Ring1][Ring1][N][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O][C][Branch1][C][O][=O][C][=Branch1][C][=O][C][Ring2][Ring1][C][=O],0.46,0.37,9.66e-02 g/l,3.05,-3.3
2206,2206,2215,DB03206,Duvoglustat,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,[O][C][C@H1][N][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][Branch2][O],-2.2,-2.9,5.11e+02 g/l,12.91,8.06
2207,2207,2216,DB03208,"Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose",[H][C@@]1(COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@]1([H])OC(=O)C1=CC(O)=C(O)C(O)=C1,[H][C@@][Branch2][Ring1][Branch2][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2][O][C@@][Branch1][C][H][Branch2][Ring1][#Branch1][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2][C@@][Branch1][C][H][Branch2][Ring1][#Branch1][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2][C@@][Branch1][C][H][Branch2][Ring1][#Branch1][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2][C@][Ring2][Branch1][#Branch2][Branch1][C][H][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2],3.43,4.99,6.79e-01 g/l,7.43,-5.5
2208,2208,2217,DB03210,4-Aminohydrocinnamic Acid,NC1=CC=C(CCC(O)=O)C=C1,[N][C][=C][C][=C][Branch1][Branch2][C][C][C][Branch1][C][O][=O][C][=C][Ring1][O],1.18,0.44,2.04e+00 g/l,3.61,5.5
2209,2209,2218,DB03211,(3-Formyl-but-3-Enyl)-Phosphonic Acid,OP(O)(=O)CCC(=C)C=O,[O][P][Branch1][C][O][=Branch1][C][=O][C][C][C][=Branch1][C][=C][C][=O],-0.85,-1.0,1.54e+01 g/l,1.8,-4.5
2210,2210,2219,DB03212,4-Deoxyglucarate,[H][C@](O)(C[C@]([H])(O)[C@@]([H])(O)C([O-])=O)C([O-])=O,[H][C@][Branch1][C][O][Branch2][Ring1][Branch1][C][C@][Branch1][C][H][Branch1][C][O][C@@][Branch1][C][H][Branch1][C][O][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O],-1.4,-2.4,5.60e+02 g/l,2.96,-3.3
2211,2211,2220,DB03213,Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone,NC(=N)C1=CC2=C(C=C1)N=C(N2)C(=O)C1=NC2=C(N1)C=CC(=C2)C([NH3+])=[NH2+],[N][C][=Branch1][C][=N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=C][Branch1][Ring2][N][Ring1][#Branch1][C][=Branch1][C][=O][C][=N][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][Branch1][C][NH3+1][=NH2+1],0.49,-3.4,8.39e-03 g/l,7.47,11.5
2212,2212,2221,DB03214,Vinylglycine,N[C@@H](C=C)C(O)=O,[N][C@@H1][Branch1][Ring1][C][=C][C][Branch1][C][O][=O],-2.7,-2.5,2.50e+02 g/l,2.42,8.95
2213,2213,2222,DB03215,"(2s,5s)-5-Carboxymethylproline",[H][C@@]1(CC(O)=O)CC[C@]([H])(N1)C(O)=O,[H][C@@][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][C][C@][Branch1][C][H][Branch1][Ring2][N][Ring1][#Branch2][C][Branch1][C][O][=O],-2.6,-2.9,4.39e+01 g/l,1.51,11.33
2214,2214,2223,DB03216,"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine",NC1=NC=NC2=C1N=CN2[C@@H]1C=C[C@H](O)[C@H]1O,[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][C][=C][C@H1][Branch1][C][O][C@H1][Ring1][=Branch1][O],-0.63,-1.2,6.86e+00 g/l,13.19,5.09
2215,2215,2224,DB03217,DPI59,[H][C@@](O)(C1=CC=CC2=CC=CC=C12)P(O)(O)=O,[H][C@@][Branch1][C][O][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][P][Branch1][C][O][Branch1][C][O][=O],0.89,1.18,1.83e+00 g/l,1.22,-4.2
2216,2216,2225,DB03218,N-acetyl-N'-beta-D-glucopyranosyl urea,CC(=O)NC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,[C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O],-2.3,-3.6,8.62e+01 g/l,11.33,-3.0
2217,2217,2226,DB03219,11-Deoxy-Beta-Rhodomycin,[H][C@]1(O)C[C@]([H])(O[C@]2([H])[C@]([H])(C)O[C@]([H])(C[C@]2([H])N(C)C)O[C@@]2([H])C[C@](O)(CC)[C@]([H])(O)C3=C2C(O)=C2C(=O)C4=C(C=CC=C4O)C(=O)C2=C3)O[C@@]([H])(C)[C@]1([H])O[C@@]1([H])CCC(=O)[C@@]([H])(C)O1,[H][C@][Branch1][C][O][C][C@][Branch1][C][H][Branch2][#Branch1][Branch2][O][C@][Branch1][C][H][C@][Branch1][C][H][Branch1][C][C][O][C@][Branch1][C][H][Branch1][=N][C][C@][Ring1][#Branch2][Branch1][C][H][N][Branch1][C][C][C][O][C@@][Branch1][C][H][C][C@][Branch1][C][O][Branch1][Ring1][C][C][C@][Branch1][C][H][Branch1][C][O][C][=C][Ring1][N][C][Branch1][C][O][=C][C][=Branch1][C][=O][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][Ring1][=N][=C][Ring2][Ring1][C][O][C@@][Branch1][C][H][Branch1][C][C][C@][Ring2][Branch1][=Branch1][Branch1][C][H][O][C@@][Branch1][C][H][C][C][C][=Branch1][C][=O][C@@][Branch1][C][H][Branch1][C][C][O][Ring1][#Branch2],2.74,4.05,2.92e-01 g/l,8.82,8.17
2218,2218,2227,DB03220,FR-234938,C[C@H](O)[C@@H](CCC1=C2C=CC=CC2=CC=C1)N1C=NC(=C1)C(N)=O,[C][C@H1][Branch1][C][O][C@@H1][Branch1][P][C][C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][Ring1][#Branch2][N][C][=N][C][=Branch1][Ring2][=C][Ring1][Branch1][C][Branch1][C][N][=O],2.44,2.55,2.02e-02 g/l,13.81,3.23
2219,2219,2228,DB03221,AL7099A,CN[C@@H]1CN(C2=CC(OC)=CC=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,[C][N][C@@H1][C][N][Branch1][=N][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring1][S][C][=C][Branch1][Ring2][S][Ring1][Branch1][S][Branch1][C][N][=Branch1][C][=O][=O],0.53,0.56,2.63e-01 g/l,8.17,6.44
2220,2220,2229,DB03222,dATP,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1,[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch2][Ring1][O][C][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][Branch1][C][O][=O][O][Ring2][Ring1][Ring2],-0.66,-5.3,3.83e+00 g/l,0.9,5.01
2221,2221,2230,DB03223,Diphthamide,C[N+](C)(C)[C@@H](CCC1=NC(C[C@H](N)C(O)=O)=CN1)C(N)=O,[C][N+1][Branch1][C][C][Branch1][C][C][C@@H1][Branch2][Ring1][=Branch1][C][C][C][=N][C][Branch1][O][C][C@H1][Branch1][C][N][C][Branch1][C][O][=O][=C][N][Ring1][O][C][Branch1][C][N][=O],-1.6,-7.2,1.24e-01 g/l,1.5,9.25
2222,2222,2231,DB03224,2-Formyl-Protoporphryn Ix,[Fe+4].[H]\C(O)=C1/C(C)=C2[N-]/C/1=C([H])\C1=C(C)[C@@]([H])(C=C)\C([N-]1)=C([H])\C1=C(C)C(CCC(O)=O)=C([N-]1)\C([H])=C1/[N-]/C(=C\2/[H])C(C)=C1CCC(O)=O,[Fe+4].[H][\C][Branch1][C][O][=C][/C][Branch1][C][C][=C][N-1][/C][-/Ring1][=Branch1][=C][Branch1][C][H][\C][=C][Branch1][C][C][C@@][Branch1][C][H][Branch1][Ring1][C][=C][\C][Branch1][Ring2][N-1][Ring1][=Branch2][=C][Branch1][C][H][\C][=C][Branch1][C][C][C][Branch1][Branch2][C][C][C][Branch1][C][O][=O][=C][Branch1][Ring2][N-1][Ring1][O][\C][Branch1][C][H][=C][/N-1][/C][=Branch1][=Branch1][=C][-\Ring2][Ring1][P][/H][C][Branch1][C][C][=C][Ring1][Branch2][C][C][C][Branch1][C][O][=O],4.16,-3.4,6.11e-03 g/l,1.76,11.76
2223,2223,2232,DB03225,D-Tryptophan,N[C@H](CC1=CNC2=CC=CC=C12)C(O)=O,[N][C@H1][Branch1][#C][C][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][Branch1][C][O][=O],-1.1,-1.1,1.36e+00 g/l,2.54,9.4
2224,2224,2233,DB03226,Trifluoroethanol,OCC(F)(F)F,[O][C][C][Branch1][C][F][Branch1][C][F][F],0.61,0.44,5.58e+01 g/l,11.49,-4.3
2225,2225,2234,DB03227,Nicotinamide Mononucleotide,NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O,[N][C][=Branch1][C][=O][C][=C][C][=C][N+1][=Branch1][Ring2][=C][Ring1][=Branch1][C@@H1][O][C@@H1][Branch1][O][C][O][P][Branch1][C][O][Branch1][C][O][=O][C@H1][Branch1][C][O][C@H1][Ring1][N][O],-1.5,-6.2,1.80e+00 g/l,1.21,-2.2
2226,2226,2235,DB03228,"5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide",NC(=O)C1=C(C=C(C(=C1)N(CCCl)CCCl)[N+]([O-])=O)[N+]([O-])=O,[N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][=Branch2][C][=C][Branch1][S][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][Ring2][C][C][Cl][C][C][Cl][N+1][Branch1][C][O-1][=O][N+1][Branch1][C][O-1][=O],1.83,2.14,9.31e-03 g/l,11.29,-2.5
2227,2227,2236,DB03229,2-Oxo-4-Methylpentanoic Acid,CC(C)CC(=O)C(O)=O,[C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][Branch1][C][O][=O],0.82,1.5,6.76e+00 g/l,3.53,-9.7
2228,2228,2237,DB03230,Adenosine-5'-Propylphosphate,[H][C@]1(COP(O)(=O)OCCC)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,[H][C@][Branch1][=C][C][O][P][Branch1][C][O][=Branch1][C][=O][O][C][C][C][O][C@@][Branch1][C][H][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch2][Ring1][#Branch1][C@][Branch1][C][H][Branch1][C][O][C@][Ring2][Ring1][O][Branch1][C][H][O],-2.4,-3.6,2.98e+00 g/l,1.92,4.99
2229,2229,2238,DB03231,"3-(5-Amino-7-oxo-3,7-dihydro-2H-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(2-{[2-(hydroxymethyl)phenyl]sulfanyl}benzyl)benzamide",[H]N([H])C1=NC(=O)C2=NN(N([H])C2=N1)C1=CC=CC(=C1)C(=O)N([H])CC1=CC=CC=C1SC1=CC=CC=C1CO,[H][N][Branch1][C][H][C][=N][C][=Branch1][C][=O][C][=N][N][Branch1][O][N][Branch1][C][H][C][Ring1][=Branch1][=N][Ring1][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][H][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O],2.63,1.75,3.21e-02 g/l,4.62,-1.1
2230,2230,2239,DB03232,"2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol",CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=CC=CC=C1O,[C][C][Branch1][C][C][=C][C][C][\C][Branch1][C][C][=C][\C][C][\C][Branch1][C][C][=C][\C][C][\C][Branch1][C][C][=C][\C][C][\C][Branch1][C][C][=C][\C][C][\C][Branch1][C][C][=C][\C][C][\C][Branch1][C][C][=C][\C][C][\C][Branch1][C][C][=C][\C][C][=C][C][=C][C][=C][Ring1][=Branch1][O],10.01,15.02,2.26e-04 g/l,9.33,-6.0
2231,2231,2240,DB03233,3'-deoxy-3'-aminothymidine monophosphate,[H]N([H])[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=C(C)C(=O)N([H])C1=O,[H][N][Branch1][C][H][C@H1][C][C@@H1][Branch1][#C][O][C@@H1][Ring1][Branch1][C][O][P][Branch1][C][O][Branch1][C][O][=O][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][H][C][Ring1][=Branch2][=O],-1.6,-2.0,5.61e+00 g/l,1.26,9.2
2232,2232,2241,DB03235,N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(alpha-D-galactopyranosyloxy)-5-nitrobenzamide,[H]N([H])CCCN1CCN(CCCN([H])C(=O)C2=CC(=CC(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)=C2)[N+]([O-])=O)CC1,[H][N][Branch1][C][H][C][C][C][N][C][C][N][Branch2][Branch1][Ring2][C][C][C][N][Branch1][C][H][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring1][=C][=C][C][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][=C][Ring2][Ring1][C][N+1][Branch1][C][O-1][=O][C][C][Ring2][Ring2][C],-0.3,-2.4,3.81e+00 g/l,12.16,9.88
2233,2233,2242,DB03236,(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid,NCCC(=O)NCC[C@H](N)C(O)=O,[N][C][C][C][=Branch1][C][=O][N][C][C][C@H1][Branch1][C][N][C][Branch1][C][O][=O],-3.6,-5.1,2.83e+01 g/l,2.35,9.41
2234,2234,2243,DB03237,"2,3-Dihydroxy-5-Oxo-Hexanedioate",O[C@@H](CC(=O)C([O-])=O)[C@@H](O)C([O-])=O,[O][C@@H1][Branch1][O][C][C][=Branch1][C][=O][C][Branch1][C][O-1][=O][C@@H1][Branch1][C][O][C][Branch1][C][O-1][=O],-1.4,-1.5,2.62e+02 g/l,2.5,-3.3
2235,2235,2244,DB03239,"3',5'-Dinitro-N-Acetyl-L-Thyronine",[H][C@@](CC1=CC=C(OC2=CC(=C(O)C(=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1)(NC(C)=O)C(O)=O,[H][C@@][Branch2][Ring2][Branch2][C][C][=C][C][=C][Branch2][Ring1][O][O][C][=C][C][=Branch1][S][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][N+1][Branch1][C][O-1][=O][N+1][Branch1][C][O-1][=O][C][=C][Ring2][Ring1][Ring2][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Branch1][C][O][=O],2.85,1.97,8.94e-03 g/l,2.96,-1.5
2236,2236,2245,DB03240,"(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid",N[C@@H](CN1C2=C(CCC2)C(=O)NC1=O)C(O)=O,[N][C@@H1][Branch2][Ring1][Branch1][C][N][C][=C][Branch1][=Branch1][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O][C][Branch1][C][O][=O],-1.5,-3.3,2.54e+01 g/l,1.92,8.47
2237,2237,2246,DB03241,1-Amino-1-Carbonyl Pentane,[H][C@](N)(CCCC)C=O,[H][C@][Branch1][C][N][Branch1][Branch1][C][C][C][C][C][=O],0.9,0.67,4.36e+01 g/l,17.46,8.09
2238,2238,2247,DB03242,P-Aminophenyl-Alpha-D-Galactopyranoside,[H][C@]1(CO)O[C@]([H])(OC2=CC=C(N)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,[H][C@][Branch1][Ring1][C][O][O][C@][Branch1][C][H][Branch1][=N][O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C@][Branch1][C][H][Branch1][C][O][C@@][Branch1][C][H][Branch1][C][O][C@@][Ring2][Ring1][Branch1][Branch1][C][H][O],-1.2,-1.4,3.29e+01 g/l,12.2,4.74
